,index,budget,original_language,popularity,runtime,collection_name,has_collection,num_genres,all_genres,genre_Drama,genre_Comedy,genre_Thriller,genre_Action,genre_Romance,genre_Crime,genre_Adventure,genre_Horror,genre_Science Fiction,genre_Family,genre_Fantasy,genre_Mystery,genre_Animation,genre_History,genre_Music,num_companies,production_company_Warner Bros.,production_company_Universal Pictures,production_company_Paramount Pictures,production_company_Twentieth Century Fox Film Corporation,production_company_Columbia Pictures,production_company_Metro-Goldwyn-Mayer (MGM),production_company_New Line Cinema,production_company_Touchstone Pictures,production_company_Walt Disney Pictures,production_company_Columbia Pictures Corporation,production_company_TriStar Pictures,production_company_Relativity Media,production_company_Canal+,production_company_United Artists,production_company_Miramax Films,production_company_Village Roadshow Pictures,production_company_Regency Enterprises,production_company_BBC Films,production_company_Dune Entertainment,production_company_Working Title Films,production_company_Fox Searchlight Pictures,production_company_StudioCanal,production_company_Lionsgate,production_company_DreamWorks SKG,production_company_Fox 2000 Pictures,production_company_Summit Entertainment,production_company_Hollywood Pictures,production_company_Orion Pictures,production_company_Amblin Entertainment,production_company_Dimension Films,num_countries,production_country_United States of America,production_country_United Kingdom,production_country_France,production_country_Germany,production_country_Canada,production_country_India,production_country_Italy,production_country_Japan,production_country_Australia,production_country_Russia,production_country_Spain,production_country_China,production_country_Hong Kong,production_country_Ireland,production_country_Belgium,production_country_South Korea,production_country_Mexico,production_country_Sweden,production_country_New Zealand,production_country_Netherlands,production_country_Czech Republic,production_country_Denmark,production_country_Brazil,production_country_Luxembourg,production_country_South Africa,num_languages,language_English,language_Français,language_Español,language_Deutsch,language_Pусский,language_Italiano,language_日本語,language_普通话,language_हिन्दी,language_Português,language_العربية,language_한국어/조선말,language_广州话 / 廣州話,language_தமிழ்,language_Polski,language_Magyar,language_Latin,language_svenska,language_ภาษาไทย,language_Český,language_עִבְרִית,language_ελληνικά,language_Türkçe,language_Dansk,language_Nederlands,language_فارسی,language_Tiếng Việt,language_اردو,language_Română,num_Keywords,keyword_woman director,keyword_independent film,keyword_duringcreditsstinger,keyword_murder,keyword_based on novel,keyword_violence,keyword_sport,keyword_biography,keyword_aftercreditsstinger,keyword_dystopia,keyword_revenge,keyword_friendship,keyword_sex,keyword_suspense,keyword_sequel,keyword_love,keyword_police,keyword_teenager,keyword_nudity,keyword_female nudity,keyword_drug,keyword_prison,keyword_musical,keyword_high school,keyword_los angeles,keyword_new york,keyword_family,keyword_father son relationship,keyword_kidnapping,keyword_investigation,num_cast,cast_name_Samuel L. Jackson,cast_name_Robert De Niro,cast_name_Morgan Freeman,cast_name_J.K. Simmons,cast_name_Bruce Willis,cast_name_Liam Neeson,cast_name_Susan Sarandon,cast_name_Bruce McGill,cast_name_John Turturro,cast_name_Forest Whitaker,cast_name_Willem Dafoe,cast_name_Bill Murray,cast_name_Owen Wilson,cast_name_Nicolas Cage,cast_name_Sylvester Stallone,genders_0_cast,genders_1_cast,genders_2_cast,cast_character_Himself,cast_character_Herself,cast_character_Dancer,cast_character_Additional Voices (voice),cast_character_Doctor,cast_character_Reporter,cast_character_Waitress,cast_character_Nurse,cast_character_Bartender,cast_character_Jack,cast_character_Debutante,cast_character_Security Guard,cast_character_Paul,cast_character_Frank,num_crew,crew_name_Avy Kaufman,crew_name_Robert Rodriguez,crew_name_Deborah Aquila,crew_name_James Newton Howard,crew_name_Mary Vernieu,crew_name_Steven Spielberg,crew_name_Luc Besson,crew_name_Jerry Goldsmith,crew_name_Francine Maisler,crew_name_Tricia Wood,crew_name_James Horner,crew_name_Kerry Barden,crew_name_Bob Weinstein,crew_name_Harvey Weinstein,crew_name_Janet Hirshenson,genders_0_crew,genders_1_crew,genders_2_crew,jobs_Producer,jobs_Executive Producer,jobs_Director,jobs_Screenplay,jobs_Editor,jobs_Casting,jobs_Director of Photography,jobs_Original Music Composer,jobs_Art Direction,jobs_Production Design,jobs_Costume Design,jobs_Writer,jobs_Set Decoration,jobs_Makeup Artist,jobs_Sound Re-Recording Mixer,departments_Production,departments_Sound,departments_Art,departments_Crew,departments_Writing,departments_Costume & Make-Up,departments_Camera,departments_Directing,departments_Editing,departments_Visual Effects,departments_Lighting,departments_Actors,log_budget,has_homepage,release_date_year,release_date_weekday,release_date_month,release_date_weekofyear,release_date_day,release_date_quarter,len_title,words_title,len_tagline,words_tagline,len_overview,words_overview,len_original_title,words_original_title,title_oof,tagline_oof,overview_oof,original_title_oof,budget_to_popularity,budget_to_runtime,_budget_year_ratio,_releaseYear_popularity_ratio,_releaseYear_popularity_ratio2,runtime_to_mean_year,popularity_to_mean_year,budget_to_mean_year,budget_to_year,budget_to_mean_year_to_year,popularity_to_mean_year_to_log_budget,year_to_log_budget,budget_to_runtime_to_year,genders_1_cast_to_log_budget,all_genres_to_popularity_to_mean_year,genders_2_crew_to_budget_to_mean_year,overview_oof_to_genders_2_crew,popularity2,rating,totalVotes,imdb_id,title
126,126,0,10,5.695908,105.0,1,0,3,21,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,1978,4,6,22,2,2,15,22,126,175,275,423,15,22,15.42875445728066,17.32691545781907,15.908333061586626,15.551167418869259,0.0,0.0,0.0,347.2668448998825,0.0028796299292214358,0.8974358974358975,1.120303289251165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.744923987536318,0.0,15.908333061586626,2.124,5.5,22.0,tt0077372,Corvette Summer
127,127,10000000,10,7.886926,111.0,1,0,4,710,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,7,19,5,4,1,2,2,1,1,1,0,1,1,0,1,1,2,11,14,8,7,2,3,3,2,6,3,0,0,16.118095750958314,0,2000,4,12,51,22,4,8,15,49,80,295,467,8,15,16.360894830261625,16.545995923514415,15.830062895870295,16.59039899034143,1267921.114005634,90090.09009009009,2.5,253.58422280112683,0.003943463,1.0071189279731994,1.1578779781772617,0.3709368139234724,5000.0,0.0001854684069617362,0.07183714478854732,124.08413691679976,45.04504504504504,0.3102103422919994,613.1906931313143,51.22166171384615,0.833161205045805,10.094,6.5,491.0,tt0219699,The Gift
128,128,18000000,10,9.929808999999999,100.0,1,0,2,791,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,4,3,1,3,1,2,1,1,2,1,1,0,1,0,0,9,1,4,0,3,1,1,1,1,0,0,0,16.705882371415992,1,2005,4,10,41,14,4,7,14,38,63,326,483,7,14,16.348258892295565,17.11478652847719,16.515008915268165,16.601173242914825,1812723.6888443676,180000.0,4.477584094626277,201.91727756294208,0.00495252319201995,0.8911693221712125,1.2299297667280547,0.520139064497038,8977.556109725685,0.00025942097979902144,0.07362255637765548,120.01760550107693,89.77556109725685,0.23943661945352004,643.1261535398672,21.14819045679012,1.5013644468425604,6.627999999999999,4.0,312.0,tt0432291,The Fog
129,129,2400000,10,5.2306610000000004,120.0,1,0,1,658,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14.690979711984754,0,1996,2,10,42,16,4,14,27,152,237,381,586,14,27,16.095871471652092,17.192731941844666,16.092114715103616,16.159134117175178,458833.0232068184,20000.0,0.6024072192481155,381.59613096700394,0.0026205716432865732,1.143462149285336,0.6650329435774964,0.08980019383399052,1202.4048096192384,4.499007707113753e-05,0.045268113945795545,135.86568350997607,10.02004008016032,0.2042069391432506,989.42466888984,22.27166684848485,8.046057357551808,4.234,7.1,17.0,tt0116404,Get on the Bus
130,130,4000000,10,10.130541000000001,90.0,1,0,1,480,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,2,4,1,0,0,0,1,0,0,0,0,5,0,0,0,6,0,0,0,5,0,1,1,0,0,0,0,15.201805169084134,1,2013,2,7,30,24,3,26,39,35,54,513,751,26,39,15.885208328910123,15.642908907008293,15.784294420652838,15.795100610709039,394845.64545960573,44444.444444444445,0.9871256603562191,198.70607107754657,0.005032558867362147,0.8267100977198697,1.1860610226078176,0.14756665165980104,1987.083954297069,7.33068314256339e-05,0.07802106456540481,132.41848435828084,22.078710603300767,0.4604716296611852,404.7009309391297,67.76598836879431,1.5784294420652838,5.7620000000000005,6.6,240.0,tt0469021,Alan Partridge: Alpha Papa
131,131,6000000,10,8.278079,93.0,1,0,2,742,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,8,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15.607270193858982,0,2011,5,1,52,1,1,15,25,11,21,352,524,15,25,16.429311802231197,16.258354020489023,15.706143710211121,16.451327173185845,724805.8396156887,64516.12903225807,1.483635133567962,242.93075724452495,0.004116399303828941,0.8877598152424941,1.12841853242767,0.22001732913854405,2983.5902536051717,0.00010940692647366686,0.07230082637203723,128.85020730859594,32.081615630163135,0.5125816302679103,657.557438731237,4.545096533602151,15.706143710211121,7.51,5.5,86.0,tt1582271,The Good Doctor
132,132,0,10,1.079975,97.0,1,0,2,651,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,2000,5,9,35,2,3,58,77,0,4,748,1124,58,77,16.169866033614053,15.236932307087294,16.157188543425697,16.486522104413808,0.0,0.0,0.0,1851.8947197851803,0.0005399875,0.8800949190396427,0.1585509068402554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4105.936780644851,0.0,0.0,1.411,6.9,16.0,tt0264578,The Endurance: Shackleton's Legendary Antarctic Expedition
133,133,65000000,10,11.73956,95.0,1,0,2,506,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,24,2,3,1,4,1,2,1,1,2,1,1,0,1,0,2,13,16,5,4,6,1,4,3,4,0,1,0,17.989897843244528,1,2010,3,11,44,4,4,8,15,23,36,275,438,8,15,15.894895331155096,15.876930787398756,16.67949202779536,15.819619577639722,5536834.42991049,684210.5263157894,16.08871067547833,171.21595698646286,0.005840577114427861,0.8713058669384189,1.6816908263501373,2.7401483119024745,32338.308457711442,0.0013632578666181465,0.09347973184748445,111.72937264648141,340.40324692327835,0.16676025768131553,300.88764954388114,8.758649995604395,0.6949788344914732,11.667,6.3,2784.0,tt1231583,Due Date
134,134,10000000,10,11.840494999999999,100.0,1,0,2,589,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,14,1,1,0,0,1,1,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,1,1,0,0,0,16.118095750958314,1,2007,3,9,36,6,3,16,26,73,104,130,197,14,24,15.936957641609899,16.016251157170533,16.11266934556126,16.028427170807667,844559.2857393209,100000.0,2.482591448117935,169.5030486478817,0.005899598903836571,0.9516837481698389,1.5717288970048389,0.3746307009628952,4982.5610363726955,0.00018666203336467125,0.09751331182601955,124.51843139600857,49.82561036372696,0.3722524107503993,374.7465616509478,10.677181527619048,4.028167336390315,7.935,6.2,342.0,tt0425413,"Run, Fatboy, Run"
135,135,2000000,10,1.372493,90.0,1,0,3,337,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,2,2,3,2,0,1,0,1,0,1,1,1,1,0,1,0,8,0,2,0,1,4,1,2,1,0,0,0,14.508658238524095,0,2006,3,6,26,29,2,10,17,63,91,389,597,10,17,15.895858118424478,15.684706394306748,15.98657684864229,15.805667131224057,1457202.3318151715,22222.222222222223,0.49701344620177357,1461.573938810617,0.0006841939182452642,0.8359814226350525,0.1981913487019136,0.07402729594197299,997.0089730807578,3.6902939153525916e-05,0.013660212091540367,138.26226843455248,11.077877478675086,0.0,1700.376944842629,27.01706140350877,7.993288424321145,2.334,6.9,24.0,tt0466399,Ten Canoes
136,136,0,10,2.490032,92.0,140,1,2,659,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0.0,1,2012,4,5,21,25,2,18,28,17,27,65,102,18,28,15.05674663322052,15.47404489544924,15.869291735224207,14.963661532106237,0.0,0.0,0.0,808.0217442988685,0.0012375904572564612,0.8683832968360643,0.3040830731344607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2167.170941832072,0.0,15.869291735224207,3.01,5.3,29.0,tt1894561,Cowgirls n' Angels
137,137,9000000,10,8.888278,79.0,1,0,1,480,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,8,1,0,1,0,1,1,1,0,0,1,1,2,0,0,0,4,0,1,1,2,1,1,3,1,0,0,0,16.012735246411598,0,1994,4,4,17,29,2,3,7,36,61,438,655,3,7,15.980061708820188,16.053103788420447,16.110782016409892,15.878640570326315,1012569.5888449934,113924.0506329114,2.2635609939145422,224.34041779521297,0.004457511534603812,0.7619137670196672,1.1442680032723025,0.6432832955164975,4513.540621865597,0.0003226094761868092,0.0714598715125031,124.52588326200228,57.13342559323541,0.3122514625426336,419.48214808709804,12.43620043572985,2.0138477520512366,2.964,6.3,54.0,tt0110759,PCU
138,138,0,10,10.245682,93.0,1,0,1,810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,12,2,5,1,0,0,1,1,0,1,1,1,1,0,1,2,13,7,3,8,1,4,4,2,0,2,1,0,0.0,1,2010,4,2,5,5,1,6,10,28,47,146,219,6,10,15.980061708820188,16.856139129950726,15.831724307733134,15.878640570326315,0.0,0.0,0.0,196.18020547582873,0.005097354228855722,0.852962585529189,1.4676929483814323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.886551538771,0.0,1.3193103589777613,7.784,5.8,923.0,tt1323045,Frozen
139,139,110000000,10,0.9130959999999999,133.0,741,1,4,125,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,13,2,0,1,3,2,1,1,0,1,1,1,0,1,0,0,4,2,4,4,6,1,1,2,2,2,0,0,18.5159909328476,0,2003,3,4,17,24,2,2,6,62,99,287,426,2,6,15.869326541477207,16.871254620034268,16.309898015925754,15.777536777631074,120469260.6253888,827067.6691729323,27.417685254444844,2193.6357184786707,0.00045586420369445827,1.2370537958773253,0.10297176931390524,3.567809573993456,54917.62356465302,0.0017812329375903424,0.005561234593781963,108.17676500622242,412.914462892128,0.43205897156753836,1213.9249508177586,3.6436922235872236,1.2546075396865963,1.037,6.9,5704.0,tt0290334,X2
140,140,14320000,10,0.5853970000000001,176.0,1,0,3,721,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,1,0,1,0,1,0,1,1,0,1,1,1,2,0,0,1,1,3,0,1,1,1,1,1,0,0,0,16.477167789329172,0,1968,3,7,29,18,3,5,9,33,52,66,100,5,9,16.620978198359552,15.450049138323717,16.080011040975045,16.574581702609198,24462031.749394,81363.63636363637,3.6973692907660785,3361.8211231010746,0.0002974578252032521,1.4096109839816933,0.08075376054363415,3.49000765963373,7276.422764227642,0.0017733778758301474,0.004900949093686558,119.43800203785644,41.34331116038433,0.18207012505770798,8928.376773369184,2.2922585794094172,2.0100013801218806,1.432,6.3,12.0,tt0063642,Star!
141,141,0,10,7.008512,101.0,1,0,2,734,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,2,0,1,1,1,1,1,1,1,1,1,0,1,0,0,3,1,3,0,2,1,1,1,1,0,0,0,0.0,0,2003,6,8,35,31,3,25,41,39,58,364,551,25,41,16.034330968882838,16.4402030948283,15.343123891181282,15.96403037450091,0.0,0.0,0.0,285.79533002155097,0.0034990074887668496,0.9394167923579688,0.7903647380973488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.68515587748,0.0,5.114374630393761,8.52,6.6,688.0,tt0335119,Girl with a Pearl Earring
142,142,3500000,10,5.353826000000001,108.0,1,0,2,506,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,15.068273812173887,1,2016,4,1,3,22,1,10,17,28,44,305,453,10,17,16.303247484823835,16.08119817550519,15.850474574184139,16.568612241106397,653738.0930945458,32407.40740740741,0.861166225749559,376.5531416224584,0.002655667658730159,0.9946216753849554,0.48285160936432225,0.14787284730021252,1736.111111111111,7.334962663701018e-05,0.03204425506086962,133.79103838498364,16.075102880658438,0.5309168189880302,1047.941003378145,6.762566747428571,15.850474574184139,5.617000000000001,5.8,174.0,tt3859304,The Bronze
